50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	255,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5
50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	255,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	255,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,127.5	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	255,255.0,255	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	255,255.0,255	0,0,0	0,0,0	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	255,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5
0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	50,255.0,127.5	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0
