50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	50,221.0,255	255,221.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	255,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255	50,255.0,255
0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0
